year,tone,sentiment
2018,0.0,neutral
2018,1.69491525423729,positive
2018,5.68181818181818,positive
2018,0.845665961945032,positive
2018,-3.00230946882217,negative
2018,5.0,positive
2018,5.03432494279176,positive
2018,6.95970695970696,positive
2018,5.00532481363152,positive
2018,-4.25531914893617,negative
2018,0.550964187327824,positive
2018,1.96779964221825,positive
2018,0.376411543287328,positive
2018,2.20588235294118,positive
2018,2.09424083769634,positive
2018,2.36220472440945,positive
2018,3.43580470162749,positive
2018,2.33372228704784,positive
2018,0.367647058823529,positive
2018,-2.35546038543897,negative
2018,-0.256410256410256,negative
2018,-2.37068965517241,negative
2018,-0.0984251968503935,neutral
2018,2.04918032786885,positive
2018,-2.24032586558045,negative
2018,-1.95694716242661,negative
2018,-0.256410256410256,negative
2018,-0.840336134453782,negative
2018,-2.80673616680032,negative
2018,-2.0746887966805,negative
2018,-0.256410256410256,negative
2018,3.79746835443038,positive
2018,1.53846153846154,positive
2018,0.0,neutral
2018,2.04778156996587,positive
2018,0.56710775047259,positive
2018,0.0,neutral
2018,2.31362467866324,positive
2018,4.15973377703827,positive
2018,2.99251870324189,positive
2018,-1.64609053497942,negative
2018,2.88461538461538,positive
2018,1.93905817174515,positive
2018,1.14942528735632,positive
2018,3.19693094629156,positive
2018,2.09481808158765,positive
2018,1.9672131147541,positive
2018,1.14942528735632,positive
2018,0.677966101694915,positive
2018,-1.9047619047619,negative
2018,-1.43540669856459,negative
2018,-1.32450331125828,negative
2018,3.82513661202186,positive
2018,3.01561658589122,positive
2018,3.32167832167832,positive
2018,-0.3003003003003,negative
2018,0.470809792843691,positive
2018,1.7364657814096,positive
2018,-1.23456790123457,negative
2018,5.88235294117647,positive
2018,5.55555555555556,positive
2018,0.795755968169761,positive
2018,0.26595744680851,positive
2018,-0.78125,negative
2018,1.85810810810811,positive
2018,0.35,positive
2018,1.23180291153415,positive
2018,1.15942028985507,positive
2018,0.232018561484919,positive
2018,0.125944584382871,neutral
2018,0.595238095238095,positive
2018,-6.83060109289618,negative
2018,-3.44827586206897,negative
2018,0.689655172413793,positive
2018,0.0497760079641609,neutral
2018,3.66043613707165,positive
2018,0.833333333333333,positive
2018,-1.66666666666667,negative
2018,1.26498002663116,positive
2018,0.96551724137931,positive
2018,3.36134453781513,positive
2018,-5.12514898688915,negative
2018,2.88184438040346,positive
2018,-0.75,negative
2018,-0.75,negative
2018,0.631911532385466,positive
2018,3.88349514563107,positive
2018,-1.25786163522013,negative
2018,-1.25786163522013,negative
2018,2.78884462151394,positive
2018,3.75,positive
2018,4.33017591339648,positive
2018,-0.230414746543778,negative
2018,4.36363636363636,positive
2018,0.687285223367697,positive
2018,0.0,neutral
2018,1.48588410104012,positive
2018,4.45859872611465,positive
2018,-1.98675496688742,negative
2018,2.18181818181818,positive
2018,2.38095238095238,positive
2018,0.257731958762886,positive
2018,-0.759493670886076,negative
